repayment_period,date_disbursed,date_repaid,loan_id,borrower_id,loan_amount
1,2020-01-27,2020-02-27,27326,7326,7790.508
1,2020-03-01,2020-04-01,27327,7327,8889.08025
1,2020-02-15,2020-03-15,27328,7328,10491.708749999998
1,2020-01-29,2020-02-29,27329,7329,8375.98575
3,2020-03-15,2020-06-15,27330,7330,13749.5421
2,2020-03-20,2020-05-20,27331,7331,12670.1845
1,2020-01-19,2020-02-19,27332,7332,10679.091499999999
1,2020-03-22,2020-04-22,27333,7333,9956.134500000002
2,2020-01-09,2020-03-09,27334,7334,9824.05907142857
1,2020-03-15,2020-04-15,27335,7335,4549.445624999999
2,2020-02-25,2020-04-25,27336,7336,7812.578324999999
3,2020-01-25,2020-04-25,27337,7337,9924.910049999999
2,2020-03-23,2020-05-23,27338,7338,9419.89075
1,2020-02-28,2020-03-28,27339,7339,12324.155999999999
1,2020-03-12,2020-04-12,27340,7340,12507.289999999997
1,2020-03-25,2020-04-25,27341,7341,7940.11035
1,2020-03-19,2020-04-19,27342,7342,12003.414
1,2020-02-26,2020-03-26,27343,7343,11383.250999999998
1,2020-01-18,2020-02-18,27344,7344,5296.4454
1,2020-02-14,2020-03-14,27345,7345,5144.0466
1,2020-02-19,2020-03-19,27346,7346,14175.684
1,2020-03-25,2020-04-25,27347,7347,6664.563499999999
2,2020-02-17,2020-04-17,27348,7348,13435.9895
2,2020-01-04,2020-03-04,27349,7349,12578.9574
1,2020-01-09,2020-02-09,27350,7350,11094.5832
1,2020-04-01,2020-05-01,27351,7351,14326.939499999999
3,2020-03-13,2020-06-13,27352,7352,11080.19925
1,2020-03-17,2020-04-17,27353,7353,11199.911
2,2020-01-21,2020-03-21,27354,7354,8427.621857142858
1,2020-01-28,2020-02-28,27355,7355,14237.252250000001
3,2020-01-15,2020-04-15,27356,7356,9958.599142857141
1,2020-01-01,2020-02-01,27357,7357,11969.8566
1,2020-01-24,2020-02-24,27358,7358,10169.690285714285
2,2020-03-05,2020-05-05,27359,7359,12204.95925
2,2020-03-08,2020-05-08,27360,7360,14156.629
1,2020-03-04,2020-04-04,27361,7361,14782.0965
2,2020-03-16,2020-05-16,27362,7362,16281.1585
1,2020-02-10,2020-03-10,27363,7363,5508.77475
1,2020-02-17,2020-03-17,27364,7364,7097.376857142858
3,2020-03-01,2020-06-01,27365,7365,8732.9786
1,2020-02-19,2020-03-19,27366,7366,6205.994625
1,2020-01-30,2020-02-29,27367,7367,9686.2745
1,2020-01-05,2020-02-05,27368,7368,14693.490749999999
2,2020-03-25,2020-05-25,27369,7369,12614.976499999999
1,2020-01-10,2020-02-10,27370,7370,10243.684749999999
1,2020-03-26,2020-04-26,27371,7371,10499.614
1,2020-03-04,2020-04-04,27372,7372,7249.4284
1,2020-01-25,2020-02-25,27373,7373,12408.6675
1,2020-03-15,2020-04-15,27374,7374,7843.915840909091
1,2020-02-27,2020-03-27,27375,7375,12187.577999999998
2,2020-03-27,2020-05-27,27376,7376,7697.396
3,2020-03-13,2020-06-13,27377,7377,9356.210999999998
1,2020-01-23,2020-02-23,27378,7378,16123.156499999997
2,2020-02-26,2020-04-26,27379,7379,12841.834
1,2020-03-24,2020-04-24,27380,7380,12450.846
1,2020-02-14,2020-03-14,27381,7381,5212.726999999999
2,2020-02-28,2020-04-28,27382,7382,9830.732
1,2020-03-09,2020-04-09,27383,7383,12167.3385
1,2020-02-03,2020-03-03,27384,7384,10653.6093
2,2020-03-18,2020-05-18,27385,7385,11355.229114285714
2,2020-03-16,2020-05-16,27386,7386,8281.155857142856
1,2020-01-03,2020-02-03,27387,7387,8524.8774
1,2020-03-02,2020-04-02,27388,7388,11165.1588
1,2020-01-19,2020-02-19,27389,7389,9894.66925
1,2020-01-03,2020-02-03,27390,7390,10915.8885
1,2020-03-29,2020-04-29,27391,7391,10314.7702
1,2020-02-02,2020-03-02,27392,7392,9866.576000000001
1,2020-03-06,2020-04-06,27393,7393,8822.413499999999
2,2020-01-21,2020-03-21,27394,7394,10802.846000000001
1,2020-02-02,2020-03-02,27395,7395,10129.09725
1,2020-02-23,2020-03-23,27396,7396,10114.805999999999
1,2020-01-18,2020-02-18,27397,7397,8183.0538750000005
2,2020-01-19,2020-03-19,27398,7398,13800.01725
3,2020-02-29,2020-05-29,27399,7399,11702.061749999999
1,2020-03-29,2020-04-29,27400,7400,10310.094000000001
1,2020-02-24,2020-03-24,27401,7401,14253.037
2,2020-03-03,2020-05-03,27402,7402,12091.29875
1,2020-03-31,2020-04-30,27403,7403,11492.1735
1,2020-02-02,2020-03-02,27404,7404,9238.919750000001
1,2020-02-27,2020-03-27,27405,7405,8932.056999999999
1,2020-03-17,2020-04-17,27406,7406,12990.7205
1,2020-01-11,2020-02-11,27407,7407,8245.953399999999
1,2020-01-29,2020-02-29,27408,7408,9940.0768
1,2020-02-29,2020-03-29,27409,7409,10683.527857142857
1,2020-02-12,2020-03-12,27410,7410,6138.285
1,2020-03-13,2020-04-13,27411,7411,9399.9345
1,2020-02-01,2020-03-01,27412,7412,13201.79325
1,2020-01-26,2020-02-26,27413,7413,11734.893000000002
2,2020-01-04,2020-03-04,27414,7414,7561.642
2,2020-02-10,2020-04-10,27415,7415,10714.663285714287
1,2020-02-21,2020-03-21,27416,7416,8026.3985999999995
2,2020-01-22,2020-03-22,27417,7417,7913.13465
1,2020-01-04,2020-02-04,27418,7418,11859.3582
1,2020-03-20,2020-04-20,27419,7419,11193.885499999999
2,2020-01-04,2020-03-04,27420,7420,8561.84925
3,2020-02-23,2020-05-23,27421,7421,11133.476
1,2020-03-21,2020-04-21,27422,7422,9477.4317
2,2020-01-21,2020-03-21,27423,7423,11974.471
2,2020-01-18,2020-03-18,27424,7424,7942.453599999999
1,2020-01-12,2020-02-12,27425,7425,13751.2725
1,2020-02-24,2020-03-24,27426,7426,15182.251499999997
1,2020-01-29,2020-02-29,27427,7427,11510.0337
3,2020-02-28,2020-05-28,27428,7428,10559.549700000001
1,2020-03-23,2020-04-23,27429,7429,9241.675
1,2020-02-26,2020-03-26,27430,7430,10560.454628571426
2,2020-02-27,2020-04-27,27431,7431,10203.783285714284
1,2020-03-20,2020-04-20,27432,7432,12376.119499999999
1,2020-02-07,2020-03-07,27433,7433,10937.054999999998
2,2020-02-11,2020-04-11,27434,7434,12860.270999999999
2,2020-03-18,2020-05-18,27435,7435,10933.1925
1,2020-01-28,2020-02-28,27436,7436,6913.977999999999
3,2020-02-05,2020-05-05,27437,7437,5262.490714285714
3,2020-02-06,2020-05-06,27438,7438,9378.22725
1,2020-01-26,2020-02-26,27439,7439,9930.6729
2,2020-03-23,2020-05-23,27440,7440,11304.42657142857
2,2020-03-26,2020-05-26,27441,7441,5768.0
1,2020-01-23,2020-02-23,27442,7442,13284.898799999999
2,2020-03-14,2020-05-14,27443,7443,4683.5748
1,2020-01-05,2020-02-05,27444,7444,8609.40435
2,2020-03-20,2020-05-20,27445,7445,12683.729000000001
1,2020-03-08,2020-04-08,27446,7446,12853.112500000001
1,2020-02-19,2020-03-19,27447,7447,7564.86075
1,2020-01-05,2020-02-05,27448,7448,8407.191071428571
1,2020-03-17,2020-04-17,27449,7449,6731.178749999999
1,2020-02-25,2020-03-25,27450,7450,9727.538875
3,2020-03-17,2020-06-17,27451,7451,10415.926500000001
1,2020-03-13,2020-04-13,27452,7452,12752.694857142857
1,2020-02-02,2020-03-02,27453,7453,9588.45025
2,2020-01-10,2020-03-10,27454,7454,8874.1195
1,2020-01-10,2020-02-10,27455,7455,11858.801999999998
1,2020-01-06,2020-02-06,27456,7456,9482.503714285715
1,2020-03-08,2020-04-08,27457,7457,8566.8396
1,2020-01-16,2020-02-16,27458,7458,10476.335999999998
2,2020-01-10,2020-03-10,27459,7459,10492.4246
1,2020-02-13,2020-03-13,27460,7460,7134.706999999999
1,2020-02-04,2020-03-04,27461,7461,11927.1425
1,2020-01-05,2020-02-05,27462,7462,12273.001049999999
1,2020-03-15,2020-04-15,27463,7463,15116.388149999999
1,2020-02-26,2020-03-26,27464,7464,11650.072499999998
3,2020-01-30,2020-04-30,27465,7465,10456.868999999999
2,2020-01-20,2020-03-20,27466,7466,6039.4565
2,2020-01-10,2020-03-10,27467,7467,11821.5675
3,2020-03-15,2020-06-15,27468,7468,10734.1965
1,2020-03-12,2020-04-12,27469,7469,7559.76225
1,2020-02-26,2020-03-26,27470,7470,8430.369750000002
1,2020-03-22,2020-04-22,27471,7471,7245.946999999999
1,2020-03-15,2020-04-15,27472,7472,6976.4475
1,2020-03-05,2020-04-05,27473,7473,5021.1882000000005
1,2020-01-31,2020-02-29,27474,7474,8980.38975
2,2020-02-20,2020-04-20,27475,7475,7696.527857142857
1,2020-03-05,2020-04-05,27476,7476,8965.4805
1,2020-03-01,2020-04-01,27477,7477,7359.27275
1,2020-03-13,2020-04-13,27478,7478,6025.5618
2,2020-03-09,2020-05-09,27479,7479,7237.985099999999
2,2020-01-21,2020-03-21,27480,7480,11532.82907142857
1,2020-03-03,2020-04-03,27481,7481,6902.4935
2,2020-02-05,2020-04-05,27482,7482,7085.127214285713
2,2020-01-24,2020-03-24,27483,7483,13610.136750000001
2,2020-03-16,2020-05-16,27484,7484,7028.3595000000005
1,2020-02-05,2020-03-05,27485,7485,6535.1028
3,2020-01-19,2020-04-19,27486,7486,10656.483
1,2020-03-18,2020-04-18,27487,7487,9709.7482
3,2020-02-11,2020-05-11,27488,7488,4504.955142857142
2,2020-02-03,2020-04-03,27489,7489,8503.062
1,2020-03-21,2020-04-21,27490,7490,9163.0345
1,2020-02-14,2020-03-14,27491,7491,10795.3785
1,2020-03-15,2020-04-15,27492,7492,8893.02
1,2020-03-17,2020-04-17,27493,7493,8352.181714285714
1,2020-02-16,2020-03-16,27494,7494,10018.32442857143
1,2020-02-21,2020-03-21,27495,7495,7993.932999999999
1,2020-01-04,2020-02-04,27496,7496,7252.642000000001
1,2020-03-05,2020-04-05,27497,7497,9676.017171428572
1,2020-01-29,2020-02-29,27498,7498,14632.8495
1,2020-03-31,2020-04-30,27499,7499,9448.42175
1,2020-02-10,2020-03-10,27500,7500,8260.673571428571
1,2020-03-20,2020-04-20,27501,7501,8576.089
2,2020-02-18,2020-04-18,27502,7502,12259.343249999998
3,2020-02-29,2020-05-29,27503,7503,12701.4244
2,2020-03-31,2020-05-31,27504,7504,10123.087199999998
1,2020-02-25,2020-03-25,27505,7505,11421.64425
1,2020-03-06,2020-04-06,27506,7506,10513.967785714285
2,2020-03-04,2020-05-04,27507,7507,10930.1025
1,2020-03-05,2020-04-05,27508,7508,5766.97
1,2020-03-18,2020-04-18,27509,7509,3761.8689999999997
2,2020-02-27,2020-04-27,27510,7510,6322.294499999999
1,2020-01-24,2020-02-24,27511,7511,11415.30975
3,2020-03-29,2020-06-29,27512,7512,7685.7055
2,2020-01-10,2020-03-10,27513,7513,11937.111428571427
1,2020-03-22,2020-04-22,27514,7514,10896.576
1,2020-03-30,2020-04-30,27515,7515,11298.399599999999
1,2020-02-20,2020-03-20,27516,7516,8608.30225
1,2020-03-28,2020-04-28,27517,7517,8155.334000000001
1,2020-01-23,2020-02-23,27518,7518,13308.089249999999
1,2020-03-05,2020-04-05,27519,7519,13501.703500000001
3,2020-02-29,2020-05-29,27520,7520,6070.79425
1,2020-02-13,2020-03-13,27521,7521,13858.856
1,2020-02-02,2020-03-02,27522,7522,12729.641249999999
1,2020-01-03,2020-02-03,27523,7523,11485.777200000002
1,2020-02-18,2020-03-18,27524,7524,9922.78825
2,2020-02-27,2020-04-27,27525,7525,15377.591
1,2020-03-07,2020-04-07,27526,7526,10426.6797
3,2020-02-01,2020-05-01,27527,7527,13646.9232
1,2020-02-19,2020-03-19,27528,7528,8773.539999999999
1,2020-01-23,2020-02-23,27529,7529,9468.996
1,2020-03-23,2020-04-23,27530,7530,9959.14725
2,2020-01-23,2020-03-23,27531,7531,10438.792500000001
1,2020-02-09,2020-03-09,27532,7532,12583.252499999999
1,2020-02-28,2020-03-28,27533,7533,9224.0105
2,2020-01-23,2020-03-23,27534,7534,6108.414999999999
1,2020-01-26,2020-02-26,27535,7535,6261.730499999999
2,2020-01-23,2020-03-23,27536,7536,6355.769500000001
1,2020-02-20,2020-03-20,27537,7537,10718.344799999999
1,2020-03-07,2020-04-07,27538,7538,11776.505
2,2020-01-15,2020-03-15,27539,7539,8291.396999999999
1,2020-01-04,2020-02-04,27540,7540,8412.113
1,2020-01-24,2020-02-24,27541,7541,12699.4777
1,2020-03-13,2020-04-13,27542,7542,8374.9815
1,2020-02-15,2020-03-15,27543,7543,10409.591999999999
1,2020-03-14,2020-04-14,27544,7544,13289.873699999998
1,2020-01-06,2020-02-06,27545,7545,6540.602999999999
1,2020-03-21,2020-04-21,27546,7546,12554.360999999999
1,2020-02-24,2020-03-24,27547,7547,8494.409999999998
1,2020-03-23,2020-04-23,27548,7548,14384.336250000002
1,2020-01-29,2020-02-29,27549,7549,7110.193
3,2020-01-02,2020-04-02,27550,7550,10383.790499999997
3,2020-01-19,2020-04-19,27551,7551,7739.857749999999
2,2020-03-04,2020-05-04,27552,7552,10321.3416
1,2020-01-29,2020-02-29,27553,7553,8439.408
1,2020-02-08,2020-03-08,27554,7554,10729.551200000002
1,2020-02-16,2020-03-16,27555,7555,8769.386892857141
3,2020-03-17,2020-06-17,27556,7556,11716.394199999997
1,2020-03-22,2020-04-22,27557,7557,12666.697949999998
3,2020-02-24,2020-05-24,27558,7558,11701.186249999999
1,2020-03-24,2020-04-24,27559,7559,12290.7325
2,2020-01-23,2020-03-23,27560,7560,3586.17675
2,2020-02-22,2020-04-22,27561,7561,9449.1891
1,2020-02-13,2020-03-13,27562,7562,8192.8775
2,2020-01-14,2020-03-14,27563,7563,9255.889
1,2020-02-05,2020-03-05,27564,7564,10644.934125000002
1,2020-02-29,2020-03-29,27565,7565,9245.202749999999
1,2020-03-22,2020-04-22,27566,7566,9923.2569
1,2020-03-18,2020-04-18,27567,7567,6287.620285714284
3,2020-01-29,2020-04-29,27568,7568,12436.080214285714
1,2020-01-30,2020-02-29,27569,7569,7685.5509999999995
1,2020-03-01,2020-04-01,27570,7570,9789.799799999999
1,2020-01-03,2020-02-03,27571,7571,10463.637571428571
1,2020-01-06,2020-02-06,27572,7572,6932.988857142856
1,2020-03-18,2020-04-18,27573,7573,9822.3169
1,2020-02-01,2020-03-01,27574,7574,9181.98135
1,2020-02-20,2020-03-20,27575,7575,12045.97875
1,2020-03-23,2020-04-23,27576,7576,10281.336399999998
1,2020-01-28,2020-02-28,27577,7577,12758.99625
2,2020-03-19,2020-05-19,27578,7578,8379.9255
1,2020-01-31,2020-02-29,27579,7579,7742.723357142858
3,2020-02-19,2020-05-19,27580,7580,10850.210549999998
1,2020-01-12,2020-02-12,27581,7581,13566.954
2,2020-03-16,2020-05-16,27582,7582,10158.174149999999
1,2020-01-03,2020-02-03,27583,7583,9793.265749999999
1,2020-03-12,2020-04-12,27584,7584,8986.029
1,2020-03-21,2020-04-21,27585,7585,10058.830650000002
1,2020-03-09,2020-04-09,27586,7586,11896.9532
1,2020-03-17,2020-04-17,27587,7587,10291.038999999999
2,2020-03-01,2020-05-01,27588,7588,5625.705499999999
1,2020-03-18,2020-04-18,27589,7589,6990.197999999999
1,2020-02-13,2020-03-13,27590,7590,12484.753599999998
3,2020-03-23,2020-06-23,27591,7591,6041.7225
1,2020-04-01,2020-05-01,27592,7592,13272.456400000001
1,2020-02-23,2020-03-23,27593,7593,4551.4155
1,2020-03-24,2020-04-24,27594,7594,13872.348999999998
1,2020-03-13,2020-04-13,27595,7595,10932.996799999999
2,2020-03-05,2020-05-05,27596,7596,12121.37475
1,2020-03-05,2020-04-05,27597,7597,3068.4215
1,2020-02-05,2020-03-05,27598,7598,11400.0915
1,2020-01-31,2020-02-29,27599,7599,9010.594499999997
2,2020-03-06,2020-05-06,27600,7600,8606.841857142857
1,2020-01-09,2020-02-09,27601,7601,13067.5894
1,2020-02-12,2020-03-12,27602,7602,10773.933900000002
1,2020-03-08,2020-04-08,27603,7603,7379.4865
1,2020-01-06,2020-02-06,27604,7604,10890.329785714284
1,2020-01-30,2020-02-29,27605,7605,5012.288999999999
1,2020-01-16,2020-02-16,27606,7606,10303.759499999998
3,2020-03-01,2020-06-01,27607,7607,7784.328
1,2020-03-17,2020-04-17,27608,7608,8295.480214285713
1,2020-03-25,2020-04-25,27609,7609,11563.851200000001
1,2020-02-03,2020-03-03,27610,7610,7342.355
1,2020-01-11,2020-02-11,27611,7611,8509.86
2,2020-01-28,2020-03-28,27612,7612,8966.948250000001
1,2020-02-21,2020-03-21,27613,7613,8872.1316
1,2020-01-12,2020-02-12,27614,7614,10142.43575
1,2020-01-30,2020-02-29,27615,7615,9598.261
1,2020-02-09,2020-03-09,27616,7616,11114.111999999997
2,2020-02-11,2020-04-11,27617,7617,11455.17075
1,2020-03-22,2020-04-22,27618,7618,6088.9995
1,2020-01-14,2020-02-14,27619,7619,7710.6314999999995
1,2020-02-23,2020-03-23,27620,7620,9163.2714
3,2020-01-30,2020-04-30,27621,7621,8122.727142857142
1,2020-02-25,2020-03-25,27622,7622,6028.404599999999
1,2020-01-25,2020-02-25,27623,7623,5765.6309999999985
1,2020-02-09,2020-03-09,27624,7624,8552.975799999998
2,2020-01-04,2020-03-04,27625,7625,7879.5927
1,2020-01-05,2020-02-05,27626,7626,8478.5995
1,2020-01-28,2020-02-28,27627,7627,12750.164
1,2020-02-13,2020-03-13,27628,7628,9383.8665
1,2020-02-02,2020-03-02,27629,7629,9707.028999999999
1,2020-03-31,2020-04-30,27630,7630,10509.481399999999
1,2020-03-18,2020-04-18,27631,7631,12356.199300000002
1,2020-02-12,2020-03-12,27632,7632,9707.018699999999
1,2020-02-12,2020-03-12,27633,7633,7946.372749999999
1,2020-02-25,2020-03-25,27634,7634,12165.350600000002
1,2020-02-07,2020-03-07,27635,7635,5972.5374
1,2020-01-26,2020-02-26,27636,7636,12385.0805
2,2020-02-11,2020-04-11,27637,7637,10262.096
1,2020-03-31,2020-04-30,27638,7638,10870.310999999998
3,2020-01-18,2020-04-18,27639,7639,7704.915000000001
2,2020-03-15,2020-05-15,27640,7640,5248.3135
1,2020-02-29,2020-03-29,27641,7641,16562.914999999997
1,2020-01-22,2020-02-22,27642,7642,8626.25
2,2020-02-02,2020-04-02,27643,7643,12302.464200000002
1,2020-03-19,2020-04-19,27644,7644,6116.449
1,2020-01-20,2020-02-20,27645,7645,8070.6062
1,2020-03-18,2020-04-18,27646,7646,8452.823750000001
1,2020-01-29,2020-02-29,27647,7647,13355.598
3,2020-01-21,2020-04-21,27648,7648,11597.2335
1,2020-02-10,2020-03-10,27649,7649,8415.203
1,2020-01-11,2020-02-11,27650,7650,5321.7422
1,2020-01-30,2020-02-29,27651,7651,10032.68925
3,2020-01-23,2020-04-23,27652,7652,13174.652750000001
1,2020-04-01,2020-05-01,27653,7653,10994.3745
1,2020-02-07,2020-03-07,27654,7654,10611.8016
1,2020-03-28,2020-04-28,27655,7655,4721.829
1,2020-01-31,2020-02-29,27656,7656,8813.877374999998
1,2020-01-21,2020-02-21,27657,7657,9790.400142857143
2,2020-03-27,2020-05-27,27658,7658,10882.382599999999
1,2020-03-14,2020-04-14,27659,7659,8920.69757142857
1,2020-01-15,2020-02-15,27660,7660,12816.966857142857
1,2020-03-30,2020-04-30,27661,7661,10257.074749999998
2,2020-03-31,2020-05-31,27662,7662,13093.8132
1,2020-03-19,2020-04-19,27663,7663,9022.0275
1,2020-02-16,2020-03-16,27664,7664,7632.0425000000005
1,2020-02-29,2020-03-29,27665,7665,7737.051
1,2020-02-24,2020-03-24,27666,7666,10920.3278
3,2020-03-31,2020-06-30,27667,7667,5166.2739999999985
1,2020-01-09,2020-02-09,27668,7668,10655.967999999997
2,2020-01-26,2020-03-26,27669,7669,13689.356625
1,2020-01-17,2020-02-17,27670,7670,12188.170249999997
1,2020-01-14,2020-02-14,27671,7671,9481.362866666668
2,2020-03-28,2020-05-28,27672,7672,8906.616
1,2020-03-30,2020-04-30,27673,7673,6059.799
1,2020-01-29,2020-02-29,27674,7674,10494.4434
1,2020-03-12,2020-04-12,27675,7675,12602.64225
3,2020-03-16,2020-06-16,27676,7676,9026.507999999998
2,2020-02-26,2020-04-26,27677,7677,8129.9136
1,2020-01-21,2020-02-21,27678,7678,10191.938285714286
1,2020-01-09,2020-02-09,27679,7679,7709.447
3,2020-02-09,2020-05-09,27680,7680,10372.74375
1,2020-02-28,2020-03-28,27681,7681,7864.226571428572
1,2020-01-21,2020-02-21,27682,7682,12453.112000000001
3,2020-01-12,2020-04-12,27683,7683,11626.92325
1,2020-01-19,2020-02-19,27684,7684,9820.844
1,2020-02-07,2020-03-07,27685,7685,10955.934899999998
3,2020-01-10,2020-04-10,27686,7686,9860.035499999998
1,2020-01-05,2020-02-05,27687,7687,7280.554999999999
2,2020-02-02,2020-04-02,27688,7688,9729.9465
1,2020-01-17,2020-02-17,27689,7689,10692.14675
1,2020-02-22,2020-03-22,27690,7690,10430.692285714285
2,2020-03-26,2020-05-26,27691,7691,8459.5754
2,2020-03-05,2020-05-05,27692,7692,5788.0335
1,2020-02-29,2020-03-29,27693,7693,7994.612799999999
2,2020-02-12,2020-04-12,27694,7694,13107.162
1,2020-03-27,2020-04-27,27695,7695,10254.577
1,2020-02-14,2020-03-14,27696,7696,12535.949749999998
2,2020-01-12,2020-03-12,27697,7697,11515.4206
1,2020-03-30,2020-04-30,27698,7698,6901.07357142857
1,2020-04-01,2020-05-01,27699,7699,10241.9904
1,2020-01-06,2020-02-06,27700,7700,7984.8381
1,2020-02-29,2020-03-29,27701,7701,9484.446
1,2020-01-06,2020-02-06,27702,7702,8385.66407142857
1,2020-02-17,2020-03-17,27703,7703,2954.7094999999995
1,2020-02-08,2020-03-08,27704,7704,5595.004142857143
1,2020-01-29,2020-02-29,27705,7705,8204.954249999999
1,2020-02-01,2020-03-01,27706,7706,13600.24875
1,2020-01-14,2020-02-14,27707,7707,10703.3892
1,2020-01-04,2020-02-04,27708,7708,9704.9484
1,2020-01-14,2020-02-14,27709,7709,8836.988000000001
1,2020-02-27,2020-03-27,27710,7710,7988.963249999999
2,2020-02-05,2020-04-05,27711,7711,12844.305999999999
1,2020-02-13,2020-03-13,27712,7712,11341.662910714287
1,2020-01-27,2020-02-27,27713,7713,8597.41
1,2020-01-31,2020-02-29,27714,7714,13002.410999999998
1,2020-03-26,2020-04-26,27715,7715,11424.68275
1,2020-03-07,2020-04-07,27716,7716,9866.39575
2,2020-01-01,2020-03-01,27717,7717,7310.05935
1,2020-01-05,2020-02-05,27718,7718,9992.442
2,2020-01-01,2020-03-01,27719,7719,12094.534666666665
3,2020-01-16,2020-04-16,27720,7720,8220.55875
1,2020-01-12,2020-02-12,27721,7721,6845.4315
2,2020-03-17,2020-05-17,27722,7722,14071.1905
1,2020-02-28,2020-03-28,27723,7723,8274.5565
1,2020-01-29,2020-02-29,27724,7724,12308.499999999998
1,2020-03-30,2020-04-30,27725,7725,9373.9785
2,2020-01-09,2020-03-09,27726,7726,10865.166150000001
1,2020-01-20,2020-02-20,27727,7727,10298.424099999998
2,2020-02-06,2020-04-06,27728,7728,10890.462214285713
1,2020-02-24,2020-03-24,27729,7729,8741.095
2,2020-03-06,2020-05-06,27730,7730,9574.5195
1,2020-03-03,2020-04-03,27731,7731,13972.810785714286
1,2020-02-03,2020-03-03,27732,7732,8124.166200000001
1,2020-02-24,2020-03-24,27733,7733,9664.592999999999
1,2020-01-26,2020-02-26,27734,7734,8882.1947
1,2020-02-29,2020-03-29,27735,7735,10351.113749999999
3,2020-03-26,2020-06-26,27736,7736,6247.450285714285
1,2020-03-26,2020-04-26,27737,7737,7507.8966
1,2020-01-08,2020-02-08,27738,7738,7327.214000000001
1,2020-01-29,2020-02-29,27739,7739,10593.060749999999
1,2020-01-11,2020-02-11,27740,7740,9358.0135
1,2020-03-25,2020-04-25,27741,7741,9035.675000000001
1,2020-02-25,2020-03-25,27742,7742,9003.6935
2,2020-03-04,2020-05-04,27743,7743,9229.8918
1,2020-02-27,2020-03-27,27744,7744,8473.398
1,2020-02-27,2020-03-27,27745,7745,10068.146999999999
2,2020-01-21,2020-03-21,27746,7746,9643.580999999998
2,2020-01-25,2020-03-25,27747,7747,11008.125
1,2020-03-19,2020-04-19,27748,7748,7216.5405
1,2020-01-27,2020-02-27,27749,7749,10478.36657142857
1,2020-01-12,2020-02-12,27750,7750,6778.61025
1,2020-01-31,2020-02-29,27751,7751,10375.83375
1,2020-03-28,2020-04-28,27752,7752,9878.112
1,2020-02-25,2020-03-25,27753,7753,16181.712000000001
2,2020-01-05,2020-03-05,27754,7754,14417.837
2,2020-04-01,2020-06-01,27755,7755,6537.856333333332
2,2020-03-21,2020-05-21,27756,7756,7190.16735
1,2020-03-24,2020-04-24,27757,7757,8509.396499999999
2,2020-02-29,2020-04-29,27758,7758,12341.727799999999
1,2020-01-29,2020-02-29,27759,7759,8920.83
2,2020-02-14,2020-04-14,27760,7760,10502.508300000001
1,2020-01-15,2020-02-15,27761,7761,7515.073125
1,2020-01-21,2020-02-21,27762,7762,328.776
1,2020-03-22,2020-04-22,27763,7763,10877.006
1,2020-03-10,2020-04-10,27764,7764,8669.716
1,2020-02-26,2020-03-26,27765,7765,8986.235
1,2020-02-01,2020-03-01,27766,7766,12908.552250000002
2,2020-02-22,2020-04-22,27767,7767,10124.583642857142
1,2020-03-18,2020-04-18,27768,7768,8022.464
1,2020-01-13,2020-02-13,27769,7769,12283.367999999999
1,2020-02-11,2020-03-11,27770,7770,14113.369
1,2020-02-07,2020-03-07,27771,7771,11815.773749999997
1,2020-02-03,2020-03-03,27772,7772,7940.1155
1,2020-02-11,2020-03-11,27773,7773,7218.986750000001
1,2020-02-19,2020-03-19,27774,7774,7439.277999999998
2,2020-01-15,2020-03-15,27775,7775,7279.628
1,2020-01-25,2020-02-25,27776,7776,9052.67
1,2020-01-16,2020-02-16,27777,7777,5953.767857142858
1,2020-03-15,2020-04-15,27778,7778,10193.029349999999
1,2020-02-12,2020-03-12,27779,7779,11961.328199999998
3,2020-01-11,2020-04-11,27780,7780,9514.5117
1,2020-03-08,2020-04-08,27781,7781,9300.6322
1,2020-01-06,2020-02-06,27782,7782,7856.6957999999995
1,2020-01-21,2020-02-21,27783,7783,8117.816250000001
1,2020-03-10,2020-04-10,27784,7784,9227.7906
2,2020-02-12,2020-04-12,27785,7785,11087.949999999999
1,2020-01-28,2020-02-28,27786,7786,7765.8807
1,2020-01-25,2020-02-25,27787,7787,15162.073799999998
1,2020-03-09,2020-04-09,27788,7788,12591.767657142858
1,2020-03-27,2020-04-27,27789,7789,7933.883999999999
1,2020-02-06,2020-03-06,27790,7790,14125.741874999998
2,2020-03-29,2020-05-29,27791,7791,13278.039
3,2020-03-17,2020-06-17,27792,7792,9741.812100000001
3,2020-01-16,2020-04-16,27793,7793,9900.401199999998
1,2020-02-25,2020-03-25,27794,7794,11197.397799999999
1,2020-01-04,2020-02-04,27795,7795,10594.888999999997
1,2020-04-01,2020-05-01,27796,7796,11790.5645
2,2020-01-12,2020-03-12,27797,7797,6413.7688
1,2020-03-02,2020-04-02,27798,7798,12715.041
1,2020-01-15,2020-02-15,27799,7799,7120.3311428571415
2,2020-03-05,2020-05-05,27800,7800,6740.000699999998
3,2020-01-12,2020-04-12,27801,7801,9218.853142857142
1,2020-02-24,2020-03-24,27802,7802,10623.471500000001
2,2020-01-03,2020-03-03,27803,7803,10722.63475
1,2020-01-12,2020-02-12,27804,7804,8670.746
1,2020-03-20,2020-04-20,27805,7805,8977.5315
1,2020-01-04,2020-02-04,27806,7806,11040.312500000002
1,2020-03-07,2020-04-07,27807,7807,10622.39
1,2020-03-05,2020-04-05,27808,7808,13390.824
